IE0000669501,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,1,2,4,5,2017-01-03
IE00B010DT83,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,83,84,86,87,2017-01-03
IE00B1HDWM43,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,43,44,46,47,2017-01-03
IE00B1RR8406,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,6,7,9,10,2017-01-03
IE00B1WV4493,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,93,94,96,97,2017-01-03
GB0031477770,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,70,71,73,74,2017-01-03
GB00BDD1LS57,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,57,58,60,61,2017-01-03
IE00B59HWB19,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,19,20,22,23,2017-01-03
IE00B4XVDC01,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,1,2,4,5,2017-01-03
IE00B66B5T26,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,26,27,29,30,2017-01-03
IE00B01ZSK94,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,94,95,97,98,2017-01-03
CA3060711015,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,15,16,18,19,2017-01-03
GB00B9275X97,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,97,98,100,101,2017-01-03
IE00B1FR8863,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,63,64,66,67,2017-01-03
GB00BGCC6189,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,89,90,92,93,2017-01-03
IE00BJMZDW83,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,83,84,86,87,2017-01-03
IE00BVFB1H83,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,83,84,86,87,2017-01-03
IE00BWT6H894,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,94,95,97,98,2017-01-03
IE00BXC8D038,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,50,51,53,54,2017-01-03
IE00BDC5DG00,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,0,1,3,4,2017-01-03
IE00BBR67J55,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,55,56,58,59,2017-01-03
IE00BGHQ1986,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,86,87,89,90,2017-01-03
IE00BJYS1G50,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,50,51,53,54,2017-01-03
IE00BVGC3741,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,41,42,44,45,2017-01-03
IE00BWB8X525,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,25,26,28,29,2017-01-03
IE00BD64C665,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,65,66,68,69,2017-01-03
IE00BJ34P519,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,19,20,22,23,2017-01-03
IE00BYTBXV33,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,33,34,36,37,2017-01-03
GB00BYYN4225,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,25,26,28,29,2017-01-03
IE00BLP58571,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,71,72,74,75,2017-01-03
IE00BZ4BTZ13,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,13,14,16,17,2017-01-03
IE00BYSZ9G33,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,33,34,36,37,2017-01-03
IE0002325243,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,43,44,46,47,2017-01-03
IE0004906560,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,60,61,63,64,2017-01-03
IE0004927939,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,39,40,42,43,2017-01-03
IE00B1G17W46,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,46,47,49,50,2017-01-03
GB0008847096,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,96,97,99,100,2017-01-03
IE0000730808,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,8,9,11,12,2017-01-03
IE0000730790,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,90,91,93,94,2017-01-03
IE0001827041,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,41,42,44,45,2017-01-03
IE0007214426,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,26,27,29,30,2017-01-03
IE0000020408,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,8,9,11,12,2017-01-03
IE0003073255,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,55,56,58,59,2017-01-03
CH0043238366,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,66,67,69,70,2017-01-03
IE0003290289,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,89,90,92,93,2017-01-03
IE0003295239,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,39,40,42,43,2017-01-03
GB0002374006,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,6,7,9,10,2017-01-03
IE0002184616,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,16,17,19,20,2017-01-03
IE0001827264,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,64,65,67,68,2017-01-03
IE0001827603,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,3,4,6,7,2017-01-03
IE00B0Q82B24,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,24,25,27,28,2017-01-03
IE0000527006,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,6,7,9,10,2017-01-03
GB0001500809,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,9,10,12,13,2017-01-03
IE0030606259,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,59,60,62,63,2017-01-03
IE0006627891,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,91,92,94,95,2017-01-03
GB00BY7QYJ50,EUR,2017-01-03 08:30:00.00,0,2017-01-03 08:30:00.00,2017-01-03,B,50,51,53,54,2017-01-03
56
